applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/great-rasoi-restaurant.png?sfvrsn=2926ced7_4,,,https://www.dib.ae/offers/offer-detail/great-rasoi,15% off on Total Bill,Great Rasoi,Valid on All DIB Credit CardsLocation: Abu DhabiApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/nais-italian-kitchen,15% off on Total Bill,Nais Italian Kitchen,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/hyp,15% off on Total Bill,Hyp,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/black-charcoal,15% off on Total Bill,Black Charcoal,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/radhe-o-radhe.png?sfvrsn=c11a36e3_4,,,https://www.dib.ae/offers/offer-detail/radhe-o-radhe,15% off on Total Bill,Radhe o Radhe,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/bahia-khanoum,20% off on Total Bill,Bahia Khanoum,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/brasserie-cafe,15% off on Food & Soft Beverages,Brasserie Cafe,Valid on All DIB Credit CardsLocation: Abu DhabiApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/damasco-restaurant,15% off on Total Bill,Damasco Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/arabesque-cafe,15% off on Total Bill,Arabesque Cafe,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/biryani-palace-restaurant,15% off on Total Bill,Biryani Palace Restaurant,Valid on All DIB Credit CardsLocation: Abu DhabiApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/pathan.png?sfvrsn=aaef9d3c_4,,,https://www.dib.ae/offers/offer-detail/patan-restaurant,15% off on Total Bill,Patan Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/fish-hut-seafood-restaurants,10% off on Total Bill,Fish Hut Seafood Restaurants,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/chaat-bistro,15% off on Total Bill,Chaat Bistro,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/goodies,15% off on Total Bill,Goodies,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/christina,20% off on Total Bill,Christina,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/biryani-bistro,15% off on Total Bill,Biryani Bistro,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/biryani-2020,15% off on Total Bill,Biryani 2020,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/alkhawabi-restaurant,20% off on Total Bill,ALkhawabi Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/25-degrees-north-restaurant,15% off on Total Bill,25 Degrees North Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/aadaab-hyderabad-restaurant,15% off on Total Bill,Aadaab Hyderabad Restaurant,Valid on All DIB Credit CardsLocation: Abu DhabiApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/tourist-hub.png?sfvrsn=46f45b63_6,,,https://www.dib.ae/offers/offer-detail/tourist-hub-restaurant-café,15% off on Total Bill on Min Spend of 50 AED,Tourist Hub Restaurant & Café,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/koyla.png?sfvrsn=5a0f102e_4,,,https://www.dib.ae/offers/offer-detail/koyla-lounge-café,15% off on Total Bill,Koyla Lounge & Café,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/al-sultan-restaurant-grill,15% off on Total Bill,Al Sultan Restaurant & Grill,Valid on All DIB Credit CardsLocation: Abu DhabiApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/thaichi.png?sfvrsn=7579d0f9_4,,,https://www.dib.ae/offers/offer-detail/thai-chi-restaurant,20% off on Total Bill,Thai Chi Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/al-shorafaa-restaurant,15% off on Total Bill,Al Shorafaa Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/biella-cafe-pizzeria-ristorante,20% off on Total Bill,Biella Cafe Pizzeria Ristorante,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/barbeque-junction-restaurant,15% off on Total Bill,Barbeque Junction Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/chicbaik,10% off on Total Bill,ChicBaik,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location : Abu Dhabi,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/perfetto.png?sfvrsn=eafa7d55_4,,,https://www.dib.ae/offers/offer-detail/perfetto-pizzeria,20% off on Total Bill,Perfetto Pizzeria,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/yin-yang-listing.png?sfvrsn=89cee6bb_4,,,https://www.dib.ae/offers/offer-detail/yin-yang-restaurant,25% off on Total Bill,Yin & Yang Restaurant,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/makira.png?sfvrsn=f77dc4ad_4,,,https://www.dib.ae/offers/offer-detail/makira,15% off on Total Bill,MaKiRa,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/mumbai-subrolls-restaurant,15% off on Total Bill,Mumbai Subrolls Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/kismath.png?sfvrsn=8d809863_4,,,https://www.dib.ae/offers/offer-detail/kismath-restaurant-and-grills,15% off on Total Bill,Kismath Restaurant and Grills,Location :Abu DhabiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/qasr-alasala.png?sfvrsn=427e014e_4,,,https://www.dib.ae/offers/offer-detail/qasr-alasala-mandi-mathbi-restaurant,10% off on Total Bill,Qasr Alasala Mandi & Mathbi Restaurant,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location : Abu Dhabi,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/eldorado.png?sfvrsn=e7c1730e_4,,,https://www.dib.ae/offers/offer-detail/eldorado-restaurant,15% off on Total Bill,Eldorado Restaurant,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location : Abu Dhabi,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/sevilles.png?sfvrsn=e0583cb9_4,,,https://www.dib.ae/offers/offer-detail/seville's-restaurant,20% off on Total Bill,Seville's Restaurant,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/masala-mantra.png?sfvrsn=31d1acab_4,,,https://www.dib.ae/offers/offer-detail/masala-mantra,20% off on Total Bill,Masala Mantra,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/natukettu.png?sfvrsn=82d00ff1_4,,,https://www.dib.ae/offers/offer-detail/ente-nalukettu,10% off on Total Bill,Ente Nalukettu,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/the-qasab.png?sfvrsn=5bdbfd94_4,,,https://www.dib.ae/offers/offer-detail/the-qasab-turkish-cuisine,15% off on Total Bill,The Qasab Turkish Cuisine,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/ashas-270x151.jpg?sfvrsn=a263efda_4,,,https://www.dib.ae/offers/offer-detail/asha's-restaurants,30% off on Total Bill,Asha's Restaurants,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/nolo,15% off on Total Bill,NoLo,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/wazwan-restaurant,15% off on Total Bill,Wazwan Restaurant,Location :Abu DhabiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/desi-dhaba---fortune-atrium-hotel,10% off on Total Bill,Desi Dhaba - Fortune Atrium Hotel,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/olabi-coffee,15% off on Total Bill,Olabi Coffee,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location:Sharjah,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/thai-street.png?sfvrsn=f518337d_4,,,https://www.dib.ae/offers/offer-detail/thai-street-restaurant,20% off on Total Bill,Thai Street Restaurant,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location : Abu Dhabi,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/rasa.png?sfvrsn=be1b555a_4,,,https://www.dib.ae/offers/offer-detail/rasa,10% off on Total Bill,Rasa,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/view-listing.png?sfvrsn=ac3d1329_4,,,https://www.dib.ae/offers/offer-detail/view-by-dusit,15% off on Total Bill,View By Dusit,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/270x151-kcal.jpg?sfvrsn=2b691ca_4,,"Visit your app store and download xperience with the ENTERTAINER App.Use your DIB Visa Card to get this offer, available only via the App xperience with the ENTERTAINER. Also unlock a range of amazing 2-for-1 deals at your favourite dining, beauty and fitness outlets.Sign up with your details.",https://www.dib.ae/offers/offer-detail/kcal,Stay fit and healthy with calorie conscious dishese at Kcal with buy one get one free offers via the App xperience with the ENTERTAINER and your DIB Visa Card.,Kcal,"Not applicable on Public Holidays.Offer only applicable via xperience with the ENTERTAINER.for more details on the xperience with the ENTERTAINER App and related offers.Not valid on delivery.DIB Cards can only be used for Sharia compliant products and services.Offer is applicable on DIB Visa - Infinite, Signature and Platinum Cards.",Valid till 31 January 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/vintage-restaurant,20% off on Total Bill,Vintage Restaurant,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/panorama.png?sfvrsn=cc0fbdbd_4,,,https://www.dib.ae/offers/offer-detail/panorama-café,15% off on Total Bill,Panorama Café,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/fortune-cafe.png?sfvrsn=96176f16_4,,,https://www.dib.ae/offers/offer-detail/fortune-cafe---fortune-hotel-deira,15% off on Total Bill,Fortune Cafe - Fortune Hotel Deira,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/mazedaar-biryani-restaurant,20% off on Total Bill,Mazedaar Biryani Restaurant,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/subhiksha.png?sfvrsn=ea48e45e_4,,,https://www.dib.ae/offers/offer-detail/subhiksha-restaurant,15% off on Total Bill,Subhiksha Restaurant,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location : Abu Dhabi,Valid till 31 December 2023
